N,mu,n_ratio,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
10,0.020928,1.5527,0.86761,0.96761,0.94033,0.8765,0.83634,0.79462,0.75674,0.7304,0.67389,0.65222,0.63429,0.6038,0.59201,0.59642,0.60062,0.58673,0.5816,0.54908,0.53893,0.51615,0.54722,0.59236,0.58868,0.57148,0.58182,0.59871,0.54966,0.54003,0.5298,0.51631,0.49595,0.46493,0.43933,0.44235,0.44996,0.43929,0.43923,0.45038,0.44311,0.43696,0.45737,0.43464,0.41435,0.42532,0.42584,0.43397,0.43635,0.43691,0.46686,0.46444,0.45809,0.42142,0.40493,0.40615,0.42899,0.4216,0.40412,0.43692,0.41653,0.40023,0.38759,0.3803,0.39068,0.43998,0.45497,0.47813,0.49996,0.50437,0.54268,0.51978,0.50751,0.48743,0.46932,0.4763,0.47746,0.45676,0.42519,0.42682,0.46622,0.4792,0.4676,0.45577,0.47262,0.48647,0.49146,0.49734,0.52398,0.53974,0.53552,0.5252,0.54376,0.54004,0.51506,0.5516,0.55462,0.55944,0.57482,0.56366,0.53531,0.53533,0.57033,0.56941,0.58253,0.54636,0.52323,0.50148,0.50245,0.50946,0.52891,0.55392,0.56499,0.52867,0.51906,0.50925,0.5082,0.49456,0.50315,0.49489,0.50975,0.51128,0.52702,0.51363,0.50016,0.51446,0.54238,0.55306,0.53883,0.5144,0.532,0.52666,0.53089,0.5201,0.51351,0.52596,0.56472,0.56678,0.54973,0.53688,0.52961,0.53269,0.50488,0.50214,0.52752,0.50384,0.46973,0.47689,0.49199,0.52147,0.53245,0.50107,0.51167,0.48139,0.47218,0.49772,0.50261,0.53326,0.55344,0.55266,0.56,0.56132,0.55875,0.56515,0.56485,0.56112,0.56062,0.57804,0.57472,0.56896,0.5849,0.5916,0.57464,0.56914,0.5732,0.5802,0.55877,0.55435,0.52532,0.51104,0.48502,0.50493,0.55114,0.55989,0.57163,0.58685,0.55681,0.53043,0.5574,0.59412,0.61182,0.6142,0.63015,0.59579,0.52886,0.50647,0.49889,0.52053,0.52156,0.5429,0.51078,0.48143
6,0.049265,1.31,1.4891,1.5891,1.5724,1.5041,1.4858,1.4535,1.4235,1.3421,1.3223,1.3044,1.2244,1.2172,1.1606,1.1195,1.0875,0.99889,0.98886,0.93941,0.91281,0.83808,0.79685,0.74337,0.73818,0.7144,0.68407,0.70328,0.72122,0.68417,0.65675,0.68259,0.69453,0.66188,0.65043,0.63632,0.66985,0.6239,0.61715,0.55647,0.56226,0.55331,0.52671,0.56126,0.61309,0.56418,0.55521,0.53494,0.54192,0.52936,0.49891,0.52746,0.48188,0.50425,0.56598,0.57138,0.60618,0.62094,0.59934,0.59922,0.55956,0.53789,0.50237,0.4376,0.43591,0.41551,0.46549,0.44533,0.42252,0.45395,0.44951,0.46734,0.48294,0.4851,0.46169,0.44069,0.40129,0.36828,0.38111,0.37675,0.42689,0.41894,0.39083,0.37267,0.35975,0.37224,0.41548,0.39751,0.39835,0.36609,0.34061,0.34291,0.38192,0.38578,0.4346,0.45083,0.4126,0.36988,0.35952,0.36,0.38686,0.43865,0.46399,0.44071,0.40081,0.41944,0.43963,0.43192,0.41833,0.37684,0.3777,0.39984,0.40046,0.41148,0.40092,0.45235,0.48691,0.52088,0.5538,0.58385,0.58411,0.61539,0.6291,0.60492,0.55866,0.5839,0.54223,0.51093,0.48946,0.49827,0.51798,0.48216,0.45786,0.46817,0.44984,0.45255,0.43981,0.41893,0.42003,0.45914,0.53403,0.52638,0.53567,0.50542,0.50783,0.5089,0.52572,0.56867,0.55336,0.53741,0.50212,0.47905,0.46287,0.44905,0.48052,0.50305,0.51453,0.52431,0.50951,0.50162,0.48023,0.46333,0.47179,0.50254,0.52397,0.51034,0.57245,0.55657,0.54613,0.4851,0.47289,0.50118,0.50267,0.54274,0.51631,0.54247,0.50524,0.52264,0.51677,0.50246,0.48282,0.50321,0.4702,0.47262,0.42899,0.41618,0.42259,0.47958,0.50997,0.47898,0.44724,0.44626,0.40856,0.40832,0.41671,0.37361,0.42178,0.43085,0.41017,0.41577,0.40809,0.40147
7,1.1896,1.1492,1.1406,1.2402,1.2146,1.2073,1.2098,1.2248,1.2341,1.2824,1.2972,1.2644,1.2417,1.2577,1.2239,1.2049,1.1917,1.1759,1.173,1.143,1.1572,1.1685,1.1961,1.1701,1.1765,1.164,1.1721,1.1681,1.1718,1.1562,1.1624,1.1645,1.1634,1.1664,1.1912,1.2125,1.2207,1.2015,1.1822,1.2304,1.283,1.2936,1.2931,1.2927,1.266,1.2696,1.2404,1.2297,1.2146,1.2293,1.2277,1.1816,1.1778,1.1687,1.1782,1.1685,1.1852,1.1745,1.1408,1.174,1.1559,1.1571,1.1764,1.1706,1.1872,1.247,1.2601,1.2319,1.2389,1.2698,1.3267,1.3313,1.3217,1.3138,1.3045,1.3242,1.3472,1.3487,1.3852,1.3864,1.3678,1.3793,1.3673,1.359,1.3445,1.3347,1.3525,1.3651,1.3739,1.4195,1.4435,1.4416,1.4115,1.3839,1.3174,1.3011,1.3152,1.2849,1.3245,1.2836,1.2419,1.2417,1.2057,1.2219,1.2872,1.3047,1.3348,1.3051,1.3069,1.2922,1.2844,1.2629,1.2721,1.2629,1.2395,1.2832,1.2798,1.2951,1.3016,1.3215,1.2952,1.2695,1.2173,1.2387,1.2485,1.2539,1.238,1.2724,1.3042,1.3331,1.306,1.2323,1.1747,1.1527,1.1284,1.1824,1.2207,1.2101,1.1959,1.173,1.1795,1.1999,1.2317,1.2287,1.184,1.1794,1.1508,1.1206,1.0556,1.0254,1.009,1.0793,1.1092,1.1331,1.1329,1.1529,1.13,1.1663,1.1855,1.1482,1.1566,1.203,1.1305,1.0589,1.0501,1.071,1.0789,1.0564,1.0809,1.0974,1.1278,1.1302,1.1063,1.107,1.0984,1.1037,1.1121,1.1321,1.1894,1.1815,1.1551,1.1964,1.1959,1.14,1.1153,1.0918,1.0818,1.0468,1.0081,0.94644,0.92792,0.94189,0.968,1.0043,1.0191,1.0406,1.0841,1.0758,1.0891,1.1027,1.0837,1.1103
9,0.23962,1.5947,1.4544,1.5544,1.5219,1.4747,1.4617,1.4141,1.3589,1.3097,1.2524,1.2212,1.1663,1.1429,1.1055,1.0863,1.0358,1.0318,1.0522,1.0159,0.95493,0.94805,0.9016,0.88131,0.88184,0.86763,0.83643,0.79451,0.79602,0.77806,0.73174,0.69375,0.67687,0.66759,0.62152,0.60913,0.58012,0.55361,0.54367,0.53679,0.53241,0.49135,0.50237,0.53554,0.55933,0.55327,0.5333,0.52196,0.52006,0.51367,0.47187,0.48479,0.50987,0.53701,0.52334,0.52817,0.5033,0.49572,0.46562,0.48619,0.49099,0.51167,0.54461,0.54176,0.55829,0.57885,0.56317,0.52158,0.50452,0.50469,0.55875,0.56448,0.53773,0.51942,0.52744,0.52888,0.53625,0.57265,0.60033,0.59589,0.56182,0.54537,0.53459,0.52842,0.58076,0.5752,0.54897,0.52229,0.51619,0.52867,0.50219,0.48379,0.50758,0.50555,0.50791,0.51627,0.49784,0.47524,0.48221,0.46518,0.48614,0.47404,0.48508,0.48296,0.47937,0.46465,0.44193,0.44525,0.48103,0.49562,0.49743,0.43981,0.4562,0.46226,0.47283,0.46712,0.47419,0.47622,0.46457,0.4701,0.43213,0.44111,0.47469,0.48325,0.50327,0.51438,0.53219,0.52218,0.53849,0.54534,0.52868,0.52372,0.55618,0.5576,0.56211,0.54616,0.53206,0.55909,0.59854,0.60243,0.59367,0.5751,0.57119,0.5653,0.53793,0.51438,0.51474,0.53214,0.57806,0.57915,0.59329,0.60906,0.60868,0.58373,0.60789,0.59978,0.57778,0.59394,0.55771,0.54273,0.53995,0.5788,0.58765,0.57715,0.53243,0.52091,0.55085,0.52833,0.50742,0.50226,0.49424,0.46955,0.43365,0.44056,0.46294,0.50351,0.52598,0.52569,0.50795,0.48579,0.51813,0.53472,0.51321,0.49856,0.51537,0.54505,0.55413,0.57964,0.60623,0.6332,0.63296,0.63804,0.64238,0.62007,0.63112,0.6132,0.60296,0.551,0.59651,0.58579,0.55836,0.55277
2,0.23999,1.4985,1.7988,1.8988,1.9103,1.8401,1.8596,1.7891,1.7708,1.7839,1.7368,1.7711,1.7247,1.761,1.7564,1.8011,1.838,1.805,1.7287,1.6986,1.6215,1.5635,1.5266,1.4273,1.4024,1.3883,1.4538,1.4637,1.3861,1.3871,1.3675,1.3259,1.3471,1.2861,1.3196,1.2611,1.255,1.1945,1.1786,1.0843,1.0537,0.95626,0.95689,0.85981,0.861,0.76249,0.73081,0.72446,0.67758,0.66203,0.58035,0.52191,0.51353,0.4568,0.40678,0.38665,0.44359,0.46183,0.4461,0.42317,0.35616,0.36949,0.45616,0.46309,0.38792,0.38847,0.4711,0.51212,0.48158,0.47528,0.45338,0.48773,0.53722,0.56987,0.65638,0.71697,0.73108,0.71716,0.68302,0.6151,0.56533,0.58511,0.53247,0.48769,0.41452,0.42113,0.34506,0.36162,0.28782,0.21009,0.24401,0.19831,0.16563,0.19736,0.20333,0.13288,0.16032,0.1582,0.11693,0.13214,0.12541,0.14067,0.13863,0.12928,0.1594,0.20411,0.20817,0.14605,0.10562,0.14815,0.15329,0.096302,0.12232,0.15286,0.16092,0.13421,0.12587,0.1244,0.070867,0.15295,0.1794,0.1589,0.19658,0.23824,0.24083,0.28303,0.37472,0.43185,0.43131,0.37612,0.40576,0.44174,0.41868,0.38927,0.38343,0.3375,0.3429,0.35956,0.39062,0.33581,0.3197,0.27617,0.30489,0.30866,0.28837,0.20019,0.21249,0.14568,0.20751,0.20676,0.13847,0.11058,0.12007,0.1506,0.12834,0.17847,0.23053,0.31349,0.33153,0.32935,0.28555,0.27325,0.20362,0.20229,0.15046,0.16173,0.16558,0.26076,0.32228,0.39889,0.40952,0.43392,0.46958,0.46417,0.49044,0.43287,0.40137,0.30259,0.29846,0.21539,0.16284,0.084694,0.063544,0.12838,0.13204,0.1313,0.22819,0.22743,0.15115,0.18906,0.16126,0.11973,0.081489,0.12039,0.12318,0.087039,0.13616,0.15409,0.19114,0.17244,0.16408,0.19106
8,0.79212,1.4816,1.2543,1.3538,1.3578,1.2665,1.2449,1.1854,1.146,1.1068,1.0605,1.0355,1.0413,0.97219,0.93751,0.90656,0.89552,0.89119,0.899,0.8706,0.84089,0.8745,0.8726,0.85145,0.85473,0.84961,0.8431,0.80054,0.80157,0.80969,0.76897,0.76387,0.77418,0.78935,0.81339,0.78371,0.7566,0.79126,0.7529,0.72347,0.70885,0.71163,0.7392,0.77285,0.7713,0.74907,0.79171,0.80475,0.82832,0.83147,0.78708,0.79369,0.78808,0.75715,0.78,0.80345,0.81777,0.80745,0.80031,0.75992,0.77751,0.79693,0.79968,0.79948,0.78281,0.76193,0.68945,0.66287,0.67852,0.72547,0.7224,0.75345,0.77257,0.80207,0.77393,0.77226,0.79625,0.78286,0.7932,0.80644,0.80271,0.78378,0.77221,0.7632,0.77471,0.8201,0.8192,0.80746,0.84542,0.85155,0.88227,0.88792,0.88675,0.88409,0.82042,0.80379,0.77536,0.77842,0.72762,0.74652,0.71075,0.68082,0.6465,0.64794,0.6615,0.69445,0.68674,0.64991,0.68262,0.69518,0.71944,0.7274,0.70874,0.70409,0.65967,0.69843,0.71466,0.72248,0.72917,0.76768,0.81367,0.83692,0.81634,0.766,0.76683,0.77387,0.74104,0.75976,0.69508,0.64817,0.66488,0.69658,0.73975,0.75723,0.8161,0.77746,0.76478,0.79643,0.81393,0.80963,0.81826,0.83013,0.80555,0.81988,0.81837,0.79092,0.80269,0.81034,0.83059,0.82134,0.84057,0.86217,0.83495,0.81835,0.81153,0.8268,0.81702,0.83326,0.8656,0.8737,0.87836,0.84033,0.84467,0.84232,0.81372,0.78638,0.79274,0.79859,0.76363,0.7758,0.805,0.82094,0.79809,0.78407,0.77256,0.71465,0.71252,0.70852,0.68792,0.69381,0.72405,0.70754,0.7005,0.70516,0.68169,0.66464,0.66631,0.64966,0.66821,0.68581,0.70039,0.73431,0.69284,0.65418,0.6836,0.70561,0.68514,0.72864,0.72813,0.75637,0.73817,0.78572
3,0.70788,1.5933,0.88016,0.97943,1.0198,0.99599,0.91569,0.94225,0.94692,0.9538,0.88133,0.85792,0.77951,0.75533,0.69074,0.68472,0.6375,0.66353,0.68984,0.72267,0.6912,0.61262,0.66617,0.717,0.65865,0.67874,0.70774,0.70079,0.68604,0.63639,0.62897,0.59307,0.58266,0.60539,0.57655,0.54736,0.47595,0.51487,0.50665,0.52022,0.53313,0.5256,0.48597,0.46472,0.42186,0.43552,0.40567,0.32132,0.30666,0.24975,0.26892,0.24893,0.2384,0.31822,0.36652,0.40172,0.35706,0.39062,0.44795,0.44597,0.51634,0.54804,0.51468,0.51136,0.51146,0.52272,0.54693,0.55057,0.53098,0.51579,0.51532,0.46948,0.55215,0.55071,0.55018,0.49173,0.41679,0.4084,0.37908,0.36562,0.42959,0.44285,0.47199,0.38363,0.41112,0.45554,0.54857,0.59179,0.59635,0.55634,0.58113,0.55358,0.6022,0.60315,0.60242,0.55906,0.64323,0.69152,0.73009,0.73278,0.75538,0.79113,0.82292,0.87619,0.9048,0.87975,0.81099,0.77211,0.7548,0.76234,0.78681,0.81064,0.81907,0.76702,0.72576,0.68645,0.70675,0.76296,0.71124,0.62176,0.65547,0.58774,0.61905,0.62978,0.57239,0.53061,0.44445,0.39113,0.4094,0.36016,0.32418,0.35756,0.38535,0.46293,0.52266,0.54726,0.53872,0.53403,0.53818,0.5032,0.54985,0.61615,0.64846,0.71074,0.72954,0.70348,0.65647,0.6661,0.67454,0.68701,0.65933,0.64919,0.63163,0.63001,0.707,0.68962,0.61392,0.60304,0.53598,0.57331,0.60638,0.61774,0.58705,0.60998,0.52864,0.51686,0.5238,0.49961,0.5168,0.49852,0.50479,0.47973,0.44543,0.40251,0.38727,0.34819,0.31884,0.38471,0.41039,0.44407,0.53693,0.58789,0.62013,0.64852,0.63446,0.65428,0.63753,0.64059,0.61261,0.58545,0.57157,0.50931,0.45858,0.43859,0.47331,0.44068,0.34699,0.3204,0.36161,0.33435,0.28267,0.26061
10,1.0034,1.5487,1.0429,1.141,1.1569,1.1246,1.0964,1.0695,1.0553,1.011,0.98138,0.95855,0.89272,0.85004,0.82114,0.81723,0.82004,0.80089,0.81061,0.78251,0.82633,0.84038,0.85221,0.84726,0.85548,0.84953,0.86069,0.88031,0.89438,0.89245,0.8906,0.90719,0.91711,0.88589,0.87322,0.91406,0.94554,0.95684,0.96262,0.9683,0.99326,1.0155,1.0479,1.0397,1.0242,0.97926,0.95557,0.9412,0.97073,0.98691,0.99269,1.0039,1.0176,0.99808,0.96692,0.96142,0.98932,0.97353,0.96496,0.90617,0.85791,0.82989,0.85089,0.90832,0.89742,0.90716,0.94105,0.96458,0.97001,0.95973,0.99789,0.9847,0.96593,0.93583,0.93203,0.94928,0.95902,0.97391,0.98161,0.96265,0.97442,0.98293,1.0161,0.98775,0.95143,0.96754,0.96742,0.95136,0.93764,0.97098,0.99133,0.97775,0.98262,0.95622,0.94845,0.93607,0.9509,0.89118,0.90963,0.9185,0.94093,0.94414,0.94529,0.98564,1.029,1.0386,1.05,1.0198,1.0076,1.0094,0.99473,1.0346,1.0561,1.0673,1.0509,1.0167,0.98584,0.9913,0.98111,0.98253,1.0017,0.98734,0.97301,0.94793,0.93134,0.92225,0.93646,0.92744,0.89959,0.86477,0.84576,0.83226,0.81498,0.82702,0.8454,0.83128,0.83301,0.82561,0.84999,0.87887,0.89951,0.90569,0.92386,0.93699,0.95363,0.92481,0.94453,0.95872,0.95678,0.9383,0.96776,0.94295,0.89337,0.89522,0.90501,0.90364,0.89839,0.87787,0.91548,0.91119,0.92016,0.94528,0.94135,0.94238,0.95256,0.94976,0.94868,0.94709,0.93693,0.93432,0.93638,0.95506,0.96572,0.95718,0.98643,0.97556,0.97798,0.95009,0.97124,0.98769,0.97124,0.98577,0.98336,0.95353,1.0012,0.98392,0.96557,0.94771,0.94874,0.97241,0.97479,0.97062,0.91877,0.92991,0.96291,0.96605,0.9572,0.98274,0.93885,0.95799,0.98089,0.98254
5,0.40769,1.374,1.2318,1.3318,1.3117,1.2803,1.2732,1.2433,1.1682,1.1115,1.0435,1.0229,0.99663,0.95325,0.94871,0.91257,0.88929,0.84457,0.84219,0.81877,0.78245,0.75707,0.69424,0.7021,0.65832,0.57432,0.53836,0.50574,0.50027,0.49628,0.48672,0.52531,0.50383,0.53621,0.5325,0.50564,0.50305,0.50928,0.4913,0.52682,0.53805,0.55124,0.54456,0.53433,0.55539,0.51302,0.47798,0.47395,0.46599,0.4798,0.4695,0.48343,0.48824,0.49231,0.45409,0.47689,0.50892,0.49365,0.50019,0.50434,0.49457,0.48644,0.49576,0.48994,0.53748,0.57279,0.55311,0.57616,0.54853,0.54981,0.58893,0.58593,0.62438,0.6005,0.53458,0.51313,0.53358,0.56931,0.53032,0.50151,0.4456,0.48968,0.4867,0.44265,0.4724,0.48673,0.47103,0.40764,0.41071,0.36369,0.33136,0.3335,0.36399,0.36757,0.39432,0.45667,0.46912,0.54327,0.54785,0.61725,0.594,0.56874,0.55269,0.50292,0.52096,0.50178,0.46557,0.44771,0.41975,0.39634,0.37338,0.35889,0.33781,0.36745,0.33988,0.3079,0.31268,0.3432,0.34453,0.36141,0.41858,0.42337,0.3999,0.38078,0.37201,0.44584,0.48465,0.44724,0.50228,0.46933,0.5104,0.47627,0.52867,0.53427,0.54161,0.53883,0.53491,0.57463,0.60009,0.63757,0.60271,0.62025,0.60327,0.62011,0.58545,0.5682,0.58802,0.5511,0.52306,0.51089,0.50024,0.45708,0.49447,0.51764,0.47648,0.42984,0.44771,0.47115,0.49408,0.48921,0.47831,0.43566,0.43173,0.4524,0.40214,0.38772,0.40474,0.37909,0.35316,0.33517,0.41209,0.39802,0.39699,0.42014,0.42237,0.44574,0.4302,0.4033,0.35374,0.35956,0.42699,0.46008,0.45163,0.45653,0.45308,0.40968,0.3828,0.38445,0.37961,0.42853,0.46559,0.49421,0.51451,0.53945,0.51074,0.48762,0.45237,0.45485,0.43554,0.37224,0.36754,0.3877
7,0.21709,1.4658,0.97043,1.0704,1.0527,1.0166,1.016,0.98532,0.93451,0.88482,0.86022,0.81763,0.78789,0.74143,0.73419,0.68237,0.67266,0.65037,0.64786,0.67284,0.71448,0.65637,0.65858,0.62726,0.61634,0.60239,0.61838,0.62824,0.63015,0.62882,0.59171,0.59381,0.56078,0.567,0.5961,0.59851,0.59926,0.59335,0.57941,0.57125,0.5816,0.61006,0.63175,0.61698,0.58515,0.57379,0.57526,0.53038,0.53628,0.47985,0.49479,0.51435,0.48538,0.49895,0.47301,0.48379,0.53247,0.55952,0.53906,0.52634,0.52879,0.532,0.57085,0.57888,0.59063,0.54427,0.57735,0.61433,0.57934,0.56365,0.5478,0.5502,0.53112,0.54152,0.54069,0.50989,0.45866,0.48395,0.50763,0.45549,0.39114,0.41593,0.36704,0.3261,0.34758,0.36511,0.34215,0.35297,0.38916,0.36129,0.38362,0.36425,0.39605,0.43199,0.44865,0.41216,0.41277,0.42366,0.4648,0.51661,0.55902,0.53177,0.52788,0.50802,0.53143,0.53194,0.52162,0.51181,0.53796,0.55619,0.62725,0.65662,0.6304,0.66475,0.6372,0.63784,0.611,0.56264,0.5268,0.50292,0.51541,0.5435,0.60141,0.58267,0.57421,0.49066,0.4642,0.4756,0.45951,0.45895,0.45153,0.45559,0.51224,0.52665,0.52629,0.49815,0.47228,0.48379,0.56204,0.53422,0.49623,0.47838,0.44697,0.38825,0.36468,0.40448,0.39926,0.39004,0.38886,0.39893,0.42157,0.44674,0.47307,0.49278,0.49139,0.51387,0.47435,0.44404,0.46378,0.40127,0.38042,0.37995,0.39593,0.42032,0.44592,0.42514,0.39806,0.38049,0.37154,0.43915,0.48571,0.48483,0.47926,0.44557,0.4136,0.4527,0.48756,0.50381,0.47072,0.47691,0.48651,0.44868,0.41039,0.41578,0.48807,0.50354,0.49767,0.51836,0.48957,0.46102,0.46375,0.41969,0.47896,0.53295,0.53986,0.53636,0.58948,0.59082,0.57136,0.53339,0.48673,0.47204
2,1.3295,1.0095,1.6514,1.7514,1.7632,1.6935,1.7054,1.649,1.6787,1.6847,1.6338,1.5534,1.5275,1.5988,1.5935,1.6332,1.6475,1.7179,1.706,1.6156,1.6146,1.6873,1.6855,1.6039,1.5719,1.4883,1.4117,1.3291,1.2472,1.1924,1.226,1.3083,1.3084,1.2259,1.2303,1.1904,1.1717,1.1267,1.1588,1.2278,1.2856,1.3052,1.3705,1.4505,1.4418,1.3444,1.3448,1.2962,1.3468,1.3505,1.2653,1.2681,1.1849,1.1948,1.2787,1.2947,1.2552,1.2396,1.2798,1.2817,1.2336,1.2321,1.1585,1.1581,1.252,1.2615,1.3047,1.2685,1.2836,1.3813,1.4189,1.5161,1.5216,1.4851,1.5383,1.6263,1.634,1.5917,1.6046,1.6388,1.5946,1.6039,1.5264,1.5281,1.4498,1.4631,1.3913,1.3956,1.302,1.2479,1.2458,1.1495,1.1262,1.034,0.98558,0.91918,0.92305,0.8992,0.81289,0.81253,0.7128,0.67331,0.64424,0.71924,0.78272,0.75401,0.67617,0.68398,0.68941,0.613,0.52945,0.53428,0.52959,0.53099,0.60492,0.62528,0.71684,0.73638,0.66863,0.67565,0.59359,0.58459,0.66624,0.73252,0.80843,0.80042,0.75302,0.67772,0.69125,0.62851,0.63713,0.58102,0.52445,0.57285,0.58886,0.56823,0.56166,0.63627,0.64508,0.72916,0.72432,0.64606,0.65705,0.68622,0.78487,0.78749,0.87369,0.87474,0.77745,0.77397,0.85291,0.8418,0.89668,0.93401,0.93139,0.92963,0.9405,0.92274,0.8767,0.90704,0.86535,0.89096,0.91718,0.88371,0.93537,0.92624,1.0095,1.0107,1.1035,1.1678,1.1425,1.2142,1.2135,1.1149,1.1155,1.0628,0.96948,0.94605,0.8831,0.85741,0.87173,0.90914,0.93707,0.92483,0.9442,1.0156,1.0532,1.1213,1.1217,1.1007,1.0733,1.1025,1.0795,1.1352,1.1224,1.0342,1.0435,1.1399,1.1658,1.098,1.0924,0.99358
5,0.68492,1.4964,0.91857,1.0168,1.0472,1.0823,1.0323,1.0146,1.0536,1.079,1.0031,0.95953,0.93272,0.90247,0.82203,0.76302,0.75744,0.72181,0.69699,0.74242,0.7538,0.7537,0.72174,0.68701,0.63654,0.59093,0.56334,0.52047,0.52125,0.47205,0.50902,0.53174,0.59044,0.58882,0.59281,0.59501,0.61282,0.63732,0.62491,0.70425,0.69049,0.65915,0.61427,0.59256,0.63503,0.64688,0.60764,0.65553,0.62645,0.61298,0.57239,0.57438,0.63082,0.62343,0.62228,0.68512,0.70898,0.74373,0.7314,0.67495,0.61109,0.56034,0.52431,0.53149,0.50946,0.53656,0.52329,0.50409,0.48635,0.46136,0.43293,0.45068,0.50591,0.55855,0.58308,0.60616,0.5681,0.54454,0.56472,0.55565,0.573,0.56224,0.58029,0.60145,0.60523,0.58964,0.6168,0.63614,0.58693,0.60115,0.63561,0.61941,0.5923,0.55956,0.52711,0.47035,0.47817,0.44326,0.44721,0.44894,0.49159,0.54789,0.58241,0.56714,0.59473,0.61345,0.61434,0.59709,0.64205,0.69995,0.67279,0.65777,0.70285,0.73446,0.69879,0.6377,0.6077,0.5272,0.49531,0.47104,0.51124,0.56775,0.60052,0.59949,0.57637,0.50386,0.4884,0.50936,0.53434,0.50732,0.46362,0.5266,0.55991,0.54576,0.50791,0.45571,0.46259,0.5397,0.58091,0.55731,0.58605,0.56643,0.54027,0.53024,0.53713,0.57153,0.56069,0.55385,0.56438,0.54841,0.54956,0.53139,0.51639,0.49302,0.47243,0.4498,0.47867,0.4549,0.45702,0.40133,0.44162,0.46111,0.51386,0.54576,0.52346,0.56743,0.58581,0.5929,0.57847,0.59488,0.61559,0.61142,0.57465,0.54483,0.51573,0.4652,0.48122,0.53699,0.53197,0.55603,0.55511,0.54372,0.55949,0.57977,0.61542,0.57013,0.53205,0.45974,0.44005,0.49112,0.51426,0.5569,0.57225,0.58992,0.57219,0.53354,0.54234,0.5109,0.5278,0.58401,0.6038,0.59685
10,1.2995,1.9293,1.2039,1.2996,1.3144,1.3145,1.2981,1.2652,1.2258,1.2072,1.1726,1.1737,1.1354,1.1323,1.1264,1.1557,1.1643,1.1466,1.1543,1.1375,1.1239,1.1317,1.1159,1.1123,1.157,1.1717,1.2,1.2512,1.3014,1.2894,1.2436,1.1981,1.1771,1.2026,1.2336,1.2119,1.2116,1.2159,1.2089,1.2282,1.2382,1.2216,1.1832,1.1931,1.1835,1.1949,1.2322,1.2435,1.2691,1.2664,1.259,1.2807,1.2702,1.2756,1.2738,1.2713,1.3002,1.3368,1.335,1.285,1.2959,1.305,1.3018,1.3026,1.3258,1.3132,1.3089,1.3042,1.3037,1.3241,1.292,1.2929,1.273,1.279,1.3103,1.3275,1.3419,1.3688,1.377,1.3573,1.3592,1.3783,1.377,1.3992,1.3918,1.3854,1.353,1.3359,1.3417,1.3508,1.3053,1.2869,1.2856,1.2809,1.2887,1.2712,1.2862,1.3152,1.2885,1.3167,1.3175,1.312,1.328,1.3597,1.3576,1.3562,1.3719,1.3893,1.3885,1.4,1.4476,1.4602,1.4689,1.4656,1.4808,1.435,1.4483,1.4496,1.4404,1.4632,1.4576,1.4632,1.4365,1.4569,1.5063,1.5259,1.498,1.4261,1.4071,1.3847,1.3559,1.3027,1.3011,1.2911,1.2674,1.268,1.2571,1.2533,1.2581,1.2859,1.261,1.2667,1.3067,1.3179,1.3508,1.3443,1.3161,1.322,1.2991,1.3332,1.3388,1.3676,1.3806,1.3546,1.3322,1.3255,1.3161,1.3162,1.3136,1.3304,1.2922,1.2697,1.2602,1.2669,1.2785,1.2705,1.2457,1.2554,1.2634,1.2728,1.2687,1.2669,1.2747,1.3001,1.3376,1.3221,1.336,1.37,1.3744,1.361,1.3445,1.3361,1.3431,1.3417,1.3668,1.3437,1.3149,1.3363,1.3282,1.3373,1.3427,1.3334,1.3082,1.2753,1.2658,1.2508,1.2718,1.2582,1.2843,1.2641,1.3047,1.3177
